period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2011-09-24,2013-04-24,10-Q,2013,Q2,,,,,,,,,,,9815000000.0,938649000.0,,,,,,,,,
2011-09-24,2013-07-24,10-Q,2013,Q3,,,,,,,,,,,9815000000.0,908497000.0,,,,,,,,,
2011-09-24,2013-10-30,10-K,2013,FY,,,,,,,108249000000.0,33790000000.0,25922000000.0,76615000000.0,9815000000.0,899738000.0,0.0,,,,,0.2394664153941376,,inf,
2011-09-24,2014-10-27,10-K,2014,FY,,,,,,,,,,76615000000.0,9815000000.0,5864840000.0,,,,,,,,,
2011-10-14,2011-10-26,10-K,2011,FY,,,,,,,,,,,,929409000.0,,,,,,,,,
2011-12-31,2012-01-25,10-Q,2012,Q1,54771000000.0,34607000000.0,54771000000.0,34607000000.0,,,46333000000.0,17340000000.0,13064000000.0,90054000000.0,10310000000.0,932370000.0,,34607000000.0,34607000000.0,0.6318489711708751,1.5826566879533042,0.28195886301340295,0.23852038487520769,,0.18823830129082908
2011-12-31,2012-10-31,10-K,2012,FY,,,,,,,46333000000.0,,13064000000.0,,,940692000.0,,,,,,0.28195886301340295,,,
2011-12-31,2013-01-24,10-Q,2013,Q1,,,,,,,46333000000.0,17340000000.0,13064000000.0,,10310000000.0,939058000.0,,,,,,0.28195886301340295,,,
2011-12-31,2013-10-30,10-K,2013,FY,,,,,,,46333000000.0,,13064000000.0,,,899738000.0,,,,,,0.28195886301340295,,,
2012-01-13,2012-01-25,10-Q,2012,Q1,,,,,,,,,,,,932370000.0,,,,,,,,,
2012-03-31,2012-04-25,10-Q,2012,Q2,50712000000.0,32036000000.0,50712000000.0,32036000000.0,,,39186000000.0,15384000000.0,11622000000.0,102498000000.0,10121000000.0,935062000.0,,32036000000.0,32036000000.0,0.631724246726613,1.5829691596953428,0.2965855152350329,0.22917652626597254,,0.19957800914970816
2012-03-31,2012-10-31,10-K,2012,FY,,,,,,,39186000000.0,,11622000000.0,,,940692000.0,,,,,,0.2965855152350329,,,
2012-03-31,2013-04-24,10-Q,2013,Q2,,,,,,,39186000000.0,15384000000.0,11622000000.0,,10121000000.0,938649000.0,,,,,,0.2965855152350329,,,
2012-03-31,2013-10-30,10-K,2013,FY,,,,,,,39186000000.0,,11622000000.0,,,899738000.0,,,,,,0.2965855152350329,,,
2012-04-13,2012-04-25,10-Q,2012,Q2,,,,,,,,,,,,935062000.0,,,,,,,,,
2012-06-30,2012-07-25,10-Q,2012,Q3,51943000000.0,33060000000.0,51943000000.0,33060000000.0,,,35023000000.0,11573000000.0,8824000000.0,111746000000.0,7945000000.0,937406000.0,,33060000000.0,33060000000.0,0.6364668964056754,1.5711736237144585,0.2519487194129572,0.16987852068613674,,0.1529561249831546
