period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2012-09-02,2013-12-20,10-Q,2014,Q1,,,,,,,,,,12518000000.0,3528000000.0,439722405.0,,,,,,,,,
2012-09-02,2014-03-14,10-Q,2014,Q2,,,,,,,,,,12518000000.0,3528000000.0,439877548.0,,,,,,,,,
2012-09-02,2014-06-05,10-Q,2014,Q3,,,,,,,,,,12518000000.0,3528000000.0,438295696.0,,,,,,,,,
2012-09-02,2014-10-15,10-K,2014,FY,27140000000.0,,,,,,97062000000.0,2759000000.0,1767000000.0,12518000000.0,3528000000.0,437762068.0,95000000.0,,,,,0.01820485875007727,0.06510685335298452,29.042105263157893,0.12999263080324244
2012-09-02,2015-10-14,10-K,2015,FY,,,,,,,,,,12518000000.0,3528000000.0,437406636.0,,,,,,,,,
2012-10-05,2012-10-19,10-K,2012,FY,,,,,,,,,,,,432424379.0,,,,,,,,,
2012-11-25,2012-12-21,10-Q,2013,Q1,15405000000.0,14135000000.0,15405000000.0,14135000000.0,1366000000.0,12000000.0,23204000000.0,639000000.0,421000000.0,12832000000.0,3897000000.0,435636480.0,13000000.0,695000000.0,1378000000.0,0.9175592340149302,1.089847895295366,0.018143423547664198,0.02732878935410581,49.15384615384615,0.25296981499513144
2012-11-25,2013-10-16,10-K,2013,FY,,,,,,,23204000000.0,639000000.0,421000000.0,,,436922037.0,13000000.0,,,,,0.018143423547664198,,49.15384615384615,
2012-11-25,2013-12-20,10-Q,2014,Q1,29323000000.0,,,,,,23204000000.0,639000000.0,421000000.0,12832000000.0,3897000000.0,439722405.0,13000000.0,,,,,0.018143423547664198,0.01435733042321727,49.15384615384615,0.13289908945196605
2012-11-25,2014-10-15,10-K,2014,FY,,,,,,,23204000000.0,639000000.0,421000000.0,,,437762068.0,13000000.0,,,,,0.018143423547664198,,49.15384615384615,
2012-12-14,2012-12-21,10-Q,2013,Q1,,,,,,,,,,,,435636480.0,,,,,,,,,
2013-02-17,2013-03-20,10-Q,2013,Q2,15110000000.0,13045000000.0,15110000000.0,13045000000.0,4806000000.0,64000000.0,24343000000.0,738000000.0,554000000.0,10283000000.0,4413000000.0,436371394.0,25000000.0,2467000000.0,4870000000.0,0.8633355393778954,1.1582981985435032,0.022758082405619686,0.036664460622104565,29.52,0.29205823957643945
2013-02-17,2013-10-16,10-K,2013,FY,,,,,,,24343000000.0,738000000.0,554000000.0,,,436922037.0,25000000.0,,,,,0.022758082405619686,,29.52,
2013-02-17,2014-03-14,10-Q,2014,Q2,29089000000.0,,,,,,24343000000.0,738000000.0,554000000.0,10283000000.0,4413000000.0,439877548.0,25000000.0,,,,,0.022758082405619686,0.01904499982811372,29.52,0.15170683076076869
2013-02-17,2014-10-15,10-K,2014,FY,,,,,,,24343000000.0,738000000.0,554000000.0,,,437762068.0,25000000.0,,,,,0.022758082405619686,,29.52,
2013-03-13,2013-03-20,10-Q,2013,Q2,,,,,,,,,,,,436371394.0,,,,,,,,,
2013-05-12,2013-06-11,10-Q,2013,Q3,15863000000.0,13509000000.0,15863000000.0,13509000000.0,4887000000.0,0.0,23552000000.0,722000000.0,464000000.0,10647000000.0,5448000000.0,436684233.0,25000000.0,2443500000.0,4887000000.0,0.8516043623526445,1.1742542009031016,0.01970108695652174,0.029250457038391225,28.88,0.34344071108869695
2013-05-12,2013-10-16,10-K,2013,FY,,,,,,,23552000000.0,722000000.0,464000000.0,,,436922037.0,25000000.0,,,,,0.01970108695652174,,28.88,
2013-05-12,2014-06-05,10-Q,2014,Q3,30006000000.0,,,,,,23552000000.0,722000000.0,464000000.0,10647000000.0,5448000000.0,438295696.0,25000000.0,,,,,0.01970108695652174,0.015463573951876291,28.88,0.18156368726254749
2013-05-12,2014-10-15,10-K,2014,FY,,,,,,,23552000000.0,722000000.0,464000000.0,,,437762068.0,25000000.0,,,,,0.01970108695652174,,28.88,
2013-06-04,2013-06-11,10-Q,2013,Q3,,,,,,,,,,,,436684233.0,,,,,,,,,
2013-09-01,2013-10-16,10-K,2013,FY,15840000000.0,13257000000.0,15840000000.0,13257000000.0,4998000000.0,0.0,31771000000.0,954000000.0,622000000.0,11012000000.0,4644000000.0,436922037.0,36000000.0,2499000000.0,4998000000.0,0.8369318181818182,1.1948404616429056,0.019577602215857227,0.03926767676767677,26.5,0.29318181818181815
2013-09-01,2013-12-20,10-Q,2014,Q1,15840000000.0,13257000000.0,15840000000.0,13257000000.0,4998000000.0,,105156000000.0,3053000000.0,,11012000000.0,4644000000.0,439722405.0,,15756000000.0,18255000000.0,0.8369318181818182,1.1948404616429056,,,,0.29318181818181815
2013-09-01,2014-03-14,10-Q,2014,Q2,15840000000.0,13257000000.0,15840000000.0,13257000000.0,4998000000.0,,105156000000.0,3053000000.0,,11012000000.0,4644000000.0,439877548.0,,15756000000.0,18255000000.0,0.8369318181818182,1.1948404616429056,,,,0.29318181818181815
2013-09-01,2014-06-05,10-Q,2014,Q3,15840000000.0,13257000000.0,15840000000.0,13257000000.0,4998000000.0,,105156000000.0,3053000000.0,,11012000000.0,4644000000.0,438295696.0,,15756000000.0,18255000000.0,0.8369318181818182,1.1948404616429056,,,,0.29318181818181815
2013-09-01,2014-10-15,10-K,2014,FY,15840000000.0,13257000000.0,15840000000.0,13257000000.0,4998000000.0,36000000.0,31771000000.0,954000000.0,622000000.0,11012000000.0,4644000000.0,437762068.0,36000000.0,2535000000.0,5034000000.0,0.8369318181818182,1.1948404616429056,0.019577602215857227,0.03926767676767677,26.5,0.29318181818181815
2013-09-01,2014-12-18,10-Q,2015,Q1,,,,,,,,,,11012000000.0,4644000000.0,440504400.0,,,,,,,,,
2013-09-01,2015-03-11,10-Q,2015,Q2,,,,,,,,,,11012000000.0,4644000000.0,439974264.0,,,,,,,,,
2013-09-01,2015-06-04,10-Q,2015,Q3,,,,,,,,,,11012000000.0,4644000000.0,439487656.0,,,,,,,,,
2013-09-01,2015-10-14,10-K,2015,FY,30283000000.0,,,,,,102870000000.0,3053000000.0,2061000000.0,11012000000.0,4644000000.0,437406636.0,99000000.0,,,,,0.020034995625546805,0.06805798632896344,30.838383838383837,0.15335336657530627
