period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2013-07-31,2014-02-21,10-Q,2014,Q2,2396000000.0,1280000000.0,2396000000.0,1280000000.0,499000000.0,,,,,3531000000.0,1009000000.0,283313817.0,,1529500000.0,1779000000.0,0.5342237061769616,1.871875,,,,0.421118530884808
2013-07-31,2014-05-21,10-Q,2014,Q3,2396000000.0,1280000000.0,2396000000.0,1280000000.0,499000000.0,,,,,3531000000.0,1009000000.0,283886921.0,,1529500000.0,1779000000.0,0.5342237061769616,1.871875,,,,0.421118530884808
2013-07-31,2014-09-12,10-K,2014,FY,2396000000.0,1280000000.0,2396000000.0,1280000000.0,,,634000000.0,-60000000.0,-16000000.0,3531000000.0,1009000000.0,285540169.0,,1280000000.0,1280000000.0,0.5342237061769616,1.871875,-0.025236593059936908,-0.00667779632721202,,0.421118530884808
2013-07-31,2014-11-21,10-Q,2015,Q1,,,,,,,,,,3531000000.0,1009000000.0,285496420.0,,,,,,,,,
2013-07-31,2015-02-19,10-Q,2015,Q2,,,,,,,,,,3531000000.0,1009000000.0,276726077.0,,,,,,,,,
2013-07-31,2015-05-22,10-Q,2015,Q3,,,,,,,,,,3531000000.0,1009000000.0,275668858.0,,,,,,,,,
2013-07-31,2015-09-01,10-K,2015,FY,,,,,,,3946000000.0,1208000000.0,858000000.0,3531000000.0,1009000000.0,277306606.0,,,,,,0.21743537759756715,,,
2013-07-31,2016-09-01,10-K,2016,FY,,,,,,,,,,3531000000.0,1009000000.0,257938052.0,,,,,,,,,
2013-08-30,2013-09-13,10-K,2013,FY,,,,,,,,,,,,282712839.0,,,,,,,,,
2013-10-31,2013-11-22,10-Q,2014,Q1,1950000000.0,1153000000.0,1950000000.0,1153000000.0,499000000.0,,622000000.0,-77000000.0,-11000000.0,2224000000.0,417000000.0,284852965.0,,1402500000.0,1652000000.0,0.5912820512820512,1.6912402428447528,-0.017684887459807074,-0.0056410256410256415,,0.21384615384615385
2013-10-31,2014-09-12,10-K,2014,FY,,,,,,,622000000.0,-77000000.0,-11000000.0,,,285540169.0,,,,,,-0.017684887459807074,,,
2013-10-31,2014-11-21,10-Q,2015,Q1,,,,,,,622000000.0,-77000000.0,-11000000.0,2224000000.0,417000000.0,285496420.0,,,,,,-0.017684887459807074,,,
2013-10-31,2015-09-01,10-K,2015,FY,,,,,,,565000000.0,-77000000.0,-11000000.0,,,277306606.0,,,,,,-0.019469026548672566,,,
2013-11-18,2013-11-22,10-Q,2014,Q1,,,,,,,,,,,,284852965.0,,,,,,,,,
2014-01-31,2014-02-21,10-Q,2014,Q2,2541000000.0,1790000000.0,2541000000.0,1790000000.0,499000000.0,,782000000.0,-46000000.0,-37000000.0,2235000000.0,625000000.0,283313817.0,,2039500000.0,2289000000.0,0.7044470680834317,1.4195530726256984,-0.04731457800511509,-0.014561196379378197,,0.24596615505706415
2014-01-31,2014-09-12,10-K,2014,FY,,,,,,,782000000.0,-46000000.0,-37000000.0,,,285540169.0,,,,,,-0.04731457800511509,,,
2014-01-31,2015-02-19,10-Q,2015,Q2,,,,,,,782000000.0,-46000000.0,-37000000.0,2235000000.0,625000000.0,276726077.0,,,,,,-0.04731457800511509,,,
2014-01-31,2015-09-01,10-K,2015,FY,,,,,,,711000000.0,-55000000.0,-37000000.0,,,277306606.0,,,,,,-0.052039381153305204,,,
2014-02-17,2014-02-21,10-Q,2014,Q2,,,,,,,,,,,,283313817.0,,,,,,,,,
2014-04-30,2014-05-21,10-Q,2014,Q3,3438000000.0,1683000000.0,3438000000.0,1683000000.0,499000000.0,,2388000000.0,1494000000.0,984000000.0,3238000000.0,1574000000.0,283886921.0,,1932500000.0,2182000000.0,0.4895287958115183,2.0427807486631018,0.4120603015075377,0.2862129144851658,,0.45782431646305993
